feature,1JHC,1JHN,2JHC,2JHH,2JHN,3JHC,3JHH,3JHN
atomic_mass_not_0_mean,False,False,False,False,False,False,False,False
atomic_mass_not_0_min,False,False,False,False,False,False,False,False
atomic_mass_not_0_std,False,False,False,False,False,False,False,True
atomic_mass_not_1_max,True,False,True,False,False,True,False,True
atomic_mass_not_1_mean,True,False,False,False,False,False,False,False
atomic_mass_not_1_min,False,False,False,False,False,False,False,False
atomic_mass_not_1_std,False,False,False,False,False,False,False,True
closest_to_0,True,False,False,False,False,True,False,True
closest_to_0_exact_mass,False,False,False,True,True,True,False,True
closest_to_0_spin_multiplicity,False,True,False,False,False,True,False,False
closest_to_0_spin_multiplicity_x_cube_inv_dist,False,False,True,False,False,True,False,False
closest_to_0_valence,True,True,True,False,True,True,True,True
closest_to_0_valence_x_cube_inv_dist,True,True,True,True,True,True,True,True
closest_to_1,False,False,False,False,False,False,True,True
closest_to_1_exact_mass,False,False,True,False,True,True,True,True
closest_to_1_spin_multiplicity,False,False,False,False,False,True,False,False
closest_to_1_spin_multiplicity_x_cube_inv_dist,False,False,True,False,False,True,False,True
closest_to_1_valence,False,False,True,False,True,False,True,True
closest_to_1_valence_x_cube_inv_dist,True,True,True,True,True,True,True,True
coulomb_C.x,False,False,False,False,False,False,False,False
coulomb_C.y,False,False,False,False,False,False,False,False
coulomb_F.x,False,False,False,False,False,False,False,False
coulomb_F.y,False,False,False,False,False,False,False,False
coulomb_H.x,False,False,False,False,False,False,False,False
coulomb_H.y,True,False,False,False,False,False,False,False
coulomb_N.x,False,False,False,False,False,False,False,True
coulomb_N.y,True,False,False,False,False,False,False,False
coulomb_O.x,False,False,False,False,False,True,False,False
coulomb_O.y,False,False,False,False,False,False,False,True
dist,True,True,True,True,True,True,True,True
distC0,True,,True,,,True,,
distC1,True,,True,,,True,,
dist_C_0_x,False,False,False,False,False,False,False,False
dist_C_0_y,True,False,True,False,False,False,False,True
dist_C_1_x,False,False,False,False,False,False,False,True
dist_C_1_y,True,False,False,False,False,False,False,False
dist_C_2_x,True,False,False,False,False,False,False,False
dist_C_2_y,False,False,False,False,False,False,False,False
dist_C_3_x,False,False,False,False,False,False,False,True
dist_C_3_y,False,False,False,False,False,False,False,True
dist_C_4_x,False,False,False,False,False,False,False,True
dist_C_4_y,False,False,False,False,False,False,False,False
dist_F_0_x,False,False,False,False,False,False,False,False
dist_F_0_y,False,False,False,False,False,False,False,False
dist_F_1_x,False,False,False,False,False,False,False,False
dist_F_1_y,False,False,False,False,False,False,False,False
dist_F_2_x,False,False,False,False,False,False,False,False
dist_F_2_y,False,False,False,False,False,False,False,False
dist_F_3_x,False,False,False,False,False,False,False,False
dist_F_3_y,False,False,False,False,False,False,False,False
dist_F_4_x,False,False,False,False,False,False,False,False
dist_F_4_y,False,False,False,False,False,False,False,False
dist_H_0_x,False,True,True,False,True,True,False,True
dist_H_0_y,True,False,False,True,False,True,True,True
dist_H_1_x,True,True,False,True,True,False,False,True
dist_H_1_y,True,False,False,False,False,False,False,True
dist_H_2_x,True,False,False,True,False,False,False,True
dist_H_2_y,False,True,False,True,False,False,False,False
dist_H_3_x,False,False,False,False,False,False,False,True
dist_H_3_y,False,False,False,False,False,False,False,False
dist_H_4_x,False,False,False,True,False,False,False,True
dist_H_4_y,False,False,False,True,False,False,False,True
dist_N_0_x,False,False,False,False,False,False,False,False
dist_N_0_y,False,False,False,False,False,False,False,False
dist_N_1_x,False,False,False,False,False,False,False,False
dist_N_1_y,False,False,False,False,False,False,False,False
dist_N_2_x,False,False,False,False,False,False,False,False
dist_N_2_y,False,False,False,False,False,False,False,False
dist_N_3_x,False,False,False,False,False,False,False,False
dist_N_3_y,False,False,False,False,False,False,False,False
dist_N_4_x,False,False,False,False,False,False,False,False
dist_N_4_y,False,False,False,False,False,False,False,False
dist_O_0_x,False,False,False,False,False,False,False,False
dist_O_0_y,False,False,False,False,False,True,False,True
dist_O_1_x,False,True,False,False,False,False,False,False
dist_O_1_y,False,False,False,False,False,False,False,False
dist_O_2_x,False,False,False,False,False,False,False,False
dist_O_2_y,False,False,False,False,False,False,False,False
dist_O_3_x,False,False,False,False,False,False,False,False
dist_O_3_y,False,False,False,False,False,False,False,False
dist_O_4_x,False,False,False,False,False,False,False,False
dist_O_4_y,False,False,False,False,False,False,False,False
dist_inv2,True,True,True,True,True,True,True,True
dist_to_0_max,True,False,True,False,False,True,False,True
dist_to_0_mean,False,False,False,False,True,False,False,True
dist_to_0_min,False,True,True,True,True,True,True,True
dist_to_0_std,False,False,False,False,False,False,False,True
dist_to_1_max,False,False,True,False,True,True,False,True
dist_to_1_mean,True,False,False,True,False,False,False,True
dist_to_1_min,True,True,True,True,True,True,True,True
dist_to_1_std,False,False,False,False,False,True,False,True
dist_xyz,True,True,True,True,True,True,True,True
distance,True,True,True,True,True,True,True,True
distance_10th_closest_to_0,True,True,False,False,False,True,False,True
distance_10th_closest_to_0_cube_inverse,True,False,False,False,True,True,False,True
distance_10th_closest_to_1,True,False,True,False,False,True,False,False
distance_10th_closest_to_1_cube_inverse,True,False,True,False,True,True,False,True
distance_12th_closest_to_0,False,False,False,False,False,True,False,False
distance_12th_closest_to_0_cube_inverse,True,False,True,False,False,True,False,True
distance_12th_closest_to_1,True,True,False,False,False,False,False,False
distance_12th_closest_to_1_cube_inverse,True,False,True,False,False,True,False,True
distance_13th_closest_to_0,False,True,False,False,False,False,False,False
distance_13th_closest_to_0_cube_inverse,False,False,True,False,False,False,False,True
distance_13th_closest_to_1,False,False,False,False,False,False,False,False
distance_13th_closest_to_1_cube_inverse,True,False,True,False,False,True,False,True
distance_14th_closest_to_0,False,False,False,False,False,False,False,False
distance_14th_closest_to_0_cube_inverse,False,False,True,False,False,False,False,True
distance_14th_closest_to_1,False,False,False,False,False,False,False,False
distance_14th_closest_to_1_cube_inverse,True,False,True,False,False,True,False,False
distance_15th_closest_to_0,False,False,False,False,False,False,False,False
distance_15th_closest_to_0_cube_inverse,False,False,True,False,False,False,False,False
distance_15th_closest_to_1,False,False,False,False,False,False,False,False
distance_15th_closest_to_1_cube_inverse,False,True,False,False,False,False,False,False
distance_16th_closest_to_0,False,False,False,False,False,False,False,False
distance_16th_closest_to_0_cube_inverse,False,False,False,False,False,False,False,False
distance_16th_closest_to_1,False,False,False,False,False,False,False,False
distance_16th_closest_to_1_cube_inverse,False,False,False,False,False,False,False,False
distance_17th_closest_to_0,False,False,False,False,False,False,False,False
distance_17th_closest_to_0_cube_inverse,False,False,False,False,False,False,False,False
distance_17th_closest_to_1,True,False,False,False,False,False,False,False
distance_17th_closest_to_1_cube_inverse,False,False,False,False,False,False,False,False
distance_18th_closest_to_0,False,False,False,False,False,False,False,False
distance_18th_closest_to_0_cube_inverse,False,False,False,False,False,False,False,False
distance_18th_closest_to_1,False,False,False,False,False,False,False,False
distance_18th_closest_to_1_cube_inverse,False,False,False,False,False,False,False,False
distance_19th_closest_to_0,False,False,False,False,False,False,False,False
distance_19th_closest_to_0_cube_inverse,False,False,False,False,False,False,False,False
distance_19th_closest_to_1,False,False,False,False,False,False,False,False
distance_19th_closest_to_1_cube_inverse,False,False,False,False,False,False,False,False
distance_20th_closest_to_0,False,False,False,False,False,False,False,False
distance_20th_closest_to_0_cube_inverse,False,False,False,False,False,False,False,False
distance_20th_closest_to_1,False,False,False,False,False,False,False,False
distance_20th_closest_to_1_cube_inverse,False,False,False,False,False,False,False,False
distance_21st_closest_to_0,False,False,False,False,False,False,False,False
distance_21st_closest_to_0_cube_inverse,False,False,False,False,False,False,False,False
distance_21st_closest_to_1,False,False,False,False,False,False,False,False
distance_21st_closest_to_1_cube_inverse,False,False,False,False,False,False,False,False
distance_22nd_closest_to_0,False,False,False,False,False,False,False,False
distance_22nd_closest_to_0_cube_inverse,False,False,False,False,False,False,False,False
distance_22nd_closest_to_1,True,False,False,False,False,False,False,False
distance_22nd_closest_to_1_cube_inverse,False,False,False,False,False,False,False,False
distance_23rd_closest_to_0,False,False,False,False,False,False,False,False
distance_23rd_closest_to_0_cube_inverse,False,False,False,False,False,False,False,False
distance_23rd_closest_to_1,False,False,False,False,False,False,False,False
distance_23rd_closest_to_1_cube_inverse,False,False,False,False,False,False,False,False
distance_24th_closest_to_0,False,,False,False,False,False,False,False
distance_24th_closest_to_0_cube_inverse,False,,False,False,False,False,False,False
distance_24th_closest_to_1,False,,False,False,False,False,False,False
distance_24th_closest_to_1_cube_inverse,False,,False,False,False,False,False,False
distance_25th_closest_to_0,False,,False,False,False,False,False,False
distance_25th_closest_to_0_cube_inverse,False,,False,False,False,False,False,False
distance_25th_closest_to_1,False,,False,False,False,False,False,False
distance_25th_closest_to_1_cube_inverse,False,,False,False,False,False,False,False
distance_26th_closest_to_0,False,,False,False,,False,False,
distance_26th_closest_to_0_cube_inverse,False,,False,False,,False,False,
distance_26th_closest_to_1,False,,False,False,,False,False,
distance_26th_closest_to_1_cube_inverse,False,,False,False,,False,False,
distance_27th_closest_to_0,False,,False,False,,False,False,
distance_27th_closest_to_0_cube_inverse,False,,False,False,,False,False,
distance_27th_closest_to_1,False,,False,False,,False,False,
distance_27th_closest_to_1_cube_inverse,False,,False,False,,False,False,
distance_28th_closest_to_0,False,,False,False,,False,False,
distance_28th_closest_to_0_cube_inverse,False,,False,False,,False,False,
distance_28th_closest_to_1,False,,False,False,,False,False,
distance_28th_closest_to_1_cube_inverse,False,,False,False,,False,False,
distance_2nd_closest_to_0,True,True,True,True,True,True,True,True
distance_2nd_closest_to_0_cube_inverse,True,True,True,True,True,True,True,True
distance_2nd_closest_to_1,True,True,True,True,True,True,True,True
distance_2nd_closest_to_1_cube_inverse,True,True,True,True,True,True,True,True
distance_3rd_closest_to_0,True,True,True,True,True,True,True,True
distance_3rd_closest_to_0_cube_inverse,True,True,True,True,True,True,True,True
distance_3rd_closest_to_1,True,True,True,True,True,True,True,True
distance_3rd_closest_to_1_cube_inverse,True,True,True,True,True,True,True,True
distance_4th_closest_to_0,True,True,True,True,True,True,True,True
distance_4th_closest_to_0_cube_inverse,True,True,True,True,True,True,True,True
distance_4th_closest_to_1,True,True,True,True,True,True,True,True
distance_4th_closest_to_1_cube_inverse,True,True,True,True,True,True,True,True
distance_5th_closest_to_0,True,True,True,True,True,True,True,True
distance_5th_closest_to_0_cube_inverse,True,True,True,True,True,True,False,True
distance_5th_closest_to_1,True,True,True,True,True,True,False,True
distance_5th_closest_to_1_cube_inverse,True,True,True,True,True,True,False,True
distance_6th_closest_to_0,True,True,True,True,True,True,True,True
distance_6th_closest_to_0_cube_inverse,True,True,True,True,True,True,True,True
distance_6th_closest_to_1,True,True,True,True,True,True,True,True
distance_6th_closest_to_1_cube_inverse,True,True,True,True,True,True,True,True
distance_7th_closest_to_0,True,True,True,True,False,True,True,True
distance_7th_closest_to_0_cube_inverse,True,False,True,True,True,True,True,True
distance_7th_closest_to_1,True,False,False,True,True,True,True,True
distance_7th_closest_to_1_cube_inverse,True,True,False,True,True,True,True,True
distance_8th_closest_to_0,True,True,True,False,True,True,True,True
distance_8th_closest_to_0_cube_inverse,True,True,True,False,True,True,False,True
distance_8th_closest_to_1,True,False,True,True,True,True,False,True
distance_8th_closest_to_1_cube_inverse,True,False,True,True,True,True,False,True
distance_9th_closest_to_0,True,True,False,False,True,True,True,True
distance_9th_closest_to_0_cube_inverse,True,True,False,False,True,True,False,True
distance_9th_closest_to_1,True,True,True,False,True,True,False,True
distance_9th_closest_to_1_cube_inverse,True,False,True,False,True,True,False,True
distance_closest_0,False,True,True,True,True,True,True,True
distance_closest_1,True,True,True,True,True,True,True,True
distance_closest_to_0,True,True,True,True,True,True,True,True
distance_closest_to_0_cube_inverse,True,True,True,True,True,True,True,True
distance_closest_to_1,True,True,True,True,True,True,True,True
distance_closest_to_1_cube_inverse,True,True,True,True,True,True,True,True
distance_farthest_0,True,True,True,True,True,True,True,True
distance_farthest_1,True,True,True,True,True,True,True,True
exact_mass_x,False,False,False,False,False,False,False,False
exact_mass_y,False,False,False,False,False,False,False,False
feat_acsf_g1_C_10.0_atom0,False,False,False,False,False,False,False,False
feat_acsf_g1_C_10.0_atom1,False,False,False,False,False,False,False,False
feat_acsf_g1_F_10.0_atom0,False,False,False,False,False,False,False,False
feat_acsf_g1_F_10.0_atom1,False,False,False,False,False,False,False,False
feat_acsf_g1_H_10.0_atom0,False,False,False,False,False,False,False,False
feat_acsf_g1_H_10.0_atom1,False,False,False,False,False,False,False,False
feat_acsf_g1_N_10.0_atom0,True,False,False,False,False,False,False,False
feat_acsf_g1_N_10.0_atom1,False,False,False,False,False,False,False,False
feat_acsf_g1_O_10.0_atom0,False,False,False,False,False,False,False,False
feat_acsf_g1_O_10.0_atom1,False,False,False,False,False,False,False,False
"feat_acsf_g2_C_[0.01, 2]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_C_[0.01, 2]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_C_[0.01, 6]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_C_[0.01, 6]_atom1",False,True,False,False,False,False,False,False
"feat_acsf_g2_C_[0.1, 2]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_C_[0.1, 2]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_C_[0.1, 6]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_C_[0.1, 6]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_C_[1, 2]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g2_C_[1, 2]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g2_C_[1, 6]_atom0",True,True,True,True,False,True,False,True
"feat_acsf_g2_C_[1, 6]_atom1",True,False,True,True,False,True,False,True
"feat_acsf_g2_F_[0.01, 2]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[0.01, 2]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[0.01, 6]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[0.01, 6]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[0.1, 2]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[0.1, 2]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[0.1, 6]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[0.1, 6]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[1, 2]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[1, 2]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_F_[1, 6]_atom0",False,False,False,False,False,True,False,False
"feat_acsf_g2_F_[1, 6]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_H_[0.01, 2]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_H_[0.01, 2]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_H_[0.01, 6]_atom0",True,False,False,False,False,False,False,False
"feat_acsf_g2_H_[0.01, 6]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_H_[0.1, 2]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_H_[0.1, 2]_atom1",True,False,False,False,False,False,False,False
"feat_acsf_g2_H_[0.1, 6]_atom0",False,False,True,False,False,False,False,False
"feat_acsf_g2_H_[0.1, 6]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_H_[1, 2]_atom0",True,False,False,True,True,True,False,True
"feat_acsf_g2_H_[1, 2]_atom1",False,True,True,True,True,True,True,True
"feat_acsf_g2_H_[1, 6]_atom0",False,False,False,False,False,True,False,True
"feat_acsf_g2_H_[1, 6]_atom1",False,False,True,False,False,True,False,True
"feat_acsf_g2_N_[0.01, 2]_atom0",True,False,False,False,False,False,False,False
"feat_acsf_g2_N_[0.01, 2]_atom1",True,False,False,False,False,False,False,False
"feat_acsf_g2_N_[0.01, 6]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g2_N_[0.01, 6]_atom1",False,False,False,False,False,True,False,False
"feat_acsf_g2_N_[0.1, 2]_atom0",False,False,False,False,False,False,False,True
"feat_acsf_g2_N_[0.1, 2]_atom1",False,True,False,False,False,False,False,False
"feat_acsf_g2_N_[0.1, 6]_atom0",False,False,False,False,False,False,False,True
"feat_acsf_g2_N_[0.1, 6]_atom1",False,False,False,False,False,True,False,False
"feat_acsf_g2_N_[1, 2]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g2_N_[1, 2]_atom1",True,True,True,True,False,True,True,True
"feat_acsf_g2_N_[1, 6]_atom0",False,False,True,False,False,True,False,True
"feat_acsf_g2_N_[1, 6]_atom1",False,False,True,False,False,True,False,True
"feat_acsf_g2_O_[0.01, 2]_atom0",False,True,False,False,False,False,False,False
"feat_acsf_g2_O_[0.01, 2]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g2_O_[0.01, 6]_atom0",False,True,True,True,False,True,False,False
"feat_acsf_g2_O_[0.01, 6]_atom1",False,False,False,True,False,False,True,False
"feat_acsf_g2_O_[0.1, 2]_atom0",False,False,True,False,False,False,False,False
"feat_acsf_g2_O_[0.1, 2]_atom1",True,False,False,False,False,True,False,False
"feat_acsf_g2_O_[0.1, 6]_atom0",True,False,False,False,False,False,True,True
"feat_acsf_g2_O_[0.1, 6]_atom1",False,False,False,False,False,True,True,True
"feat_acsf_g2_O_[1, 2]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g2_O_[1, 2]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g2_O_[1, 6]_atom0",True,False,True,True,False,True,True,True
"feat_acsf_g2_O_[1, 6]_atom1",True,True,True,True,False,True,True,True
"feat_acsf_g4_C_C_[0.01, 4, -1]_atom0",True,True,True,True,True,True,False,True
"feat_acsf_g4_C_C_[0.01, 4, -1]_atom1",True,True,True,True,True,True,False,True
"feat_acsf_g4_C_C_[0.01, 4, 1]_atom0",True,False,False,False,False,True,False,True
"feat_acsf_g4_C_C_[0.01, 4, 1]_atom1",True,True,False,False,False,False,False,False
"feat_acsf_g4_C_C_[0.1, 4, -1]_atom0",True,True,True,True,True,True,False,True
"feat_acsf_g4_C_C_[0.1, 4, -1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_C_C_[0.1, 4, 1]_atom0",False,True,True,True,True,True,True,True
"feat_acsf_g4_C_C_[0.1, 4, 1]_atom1",False,True,True,True,True,True,True,True
"feat_acsf_g4_C_C_[1, 4, -1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_C_C_[1, 4, -1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_C_C_[1, 4, 1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_C_C_[1, 4, 1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_C_H_[0.01, 4, -1]_atom0",False,False,True,False,True,False,False,True
"feat_acsf_g4_C_H_[0.01, 4, -1]_atom1",False,True,False,True,True,True,False,True
"feat_acsf_g4_C_H_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_C_H_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_C_H_[0.1, 4, -1]_atom0",True,True,True,True,True,True,False,True
"feat_acsf_g4_C_H_[0.1, 4, -1]_atom1",True,True,True,False,True,True,False,True
"feat_acsf_g4_C_H_[0.1, 4, 1]_atom0",True,True,False,True,True,True,True,True
"feat_acsf_g4_C_H_[0.1, 4, 1]_atom1",False,False,False,False,False,False,True,True
"feat_acsf_g4_C_H_[1, 4, -1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_C_H_[1, 4, -1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_C_H_[1, 4, 1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_C_H_[1, 4, 1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_F_C_[0.01, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[0.01, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[0.1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[0.1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[0.1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[0.1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_C_[1, 4, -1]_atom1",False,False,True,False,False,False,False,False
"feat_acsf_g4_F_C_[1, 4, 1]_atom0",False,False,True,False,False,False,False,False
"feat_acsf_g4_F_C_[1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[0.01, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[0.01, 4, -1]_atom1",False,True,False,False,False,False,False,False
"feat_acsf_g4_F_F_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[0.1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[0.1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[0.1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[0.1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_F_[1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[0.01, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[0.01, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[0.1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[0.1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[0.1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[0.1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_H_[1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[0.01, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[0.01, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[0.1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[0.1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[0.1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[0.1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_N_[1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[0.01, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[0.01, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[0.1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[0.1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[0.1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[0.1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[1, 4, -1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[1, 4, -1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[1, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_F_O_[1, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_H_H_[0.01, 4, -1]_atom0",False,False,True,True,True,True,False,True
"feat_acsf_g4_H_H_[0.01, 4, -1]_atom1",True,False,False,False,False,False,False,True
"feat_acsf_g4_H_H_[0.01, 4, 1]_atom0",False,False,False,True,False,False,False,False
"feat_acsf_g4_H_H_[0.01, 4, 1]_atom1",True,False,False,True,False,False,False,False
"feat_acsf_g4_H_H_[0.1, 4, -1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_H_H_[0.1, 4, -1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_H_H_[0.1, 4, 1]_atom0",True,False,False,True,False,False,False,True
"feat_acsf_g4_H_H_[0.1, 4, 1]_atom1",True,False,True,True,False,False,False,True
"feat_acsf_g4_H_H_[1, 4, -1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_H_H_[1, 4, -1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_H_H_[1, 4, 1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_H_H_[1, 4, 1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_N_C_[0.01, 4, -1]_atom0",True,True,False,False,False,False,False,True
"feat_acsf_g4_N_C_[0.01, 4, -1]_atom1",False,True,True,False,False,False,False,False
"feat_acsf_g4_N_C_[0.01, 4, 1]_atom0",True,False,False,False,False,False,False,True
"feat_acsf_g4_N_C_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_N_C_[0.1, 4, -1]_atom0",True,True,True,False,True,True,False,True
"feat_acsf_g4_N_C_[0.1, 4, -1]_atom1",True,True,True,True,True,False,False,True
"feat_acsf_g4_N_C_[0.1, 4, 1]_atom0",True,False,True,True,True,True,True,True
"feat_acsf_g4_N_C_[0.1, 4, 1]_atom1",False,False,True,True,False,True,True,False
"feat_acsf_g4_N_C_[1, 4, -1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_N_C_[1, 4, -1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_N_C_[1, 4, 1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_N_C_[1, 4, 1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_N_H_[0.01, 4, -1]_atom0",False,True,False,False,True,False,False,True
"feat_acsf_g4_N_H_[0.01, 4, -1]_atom1",False,False,False,True,False,False,False,False
