feature,1JHC,1JHN,2JHC,2JHH,2JHN,3JHC,3JHH,3JHN
"feat_acsf_g4_N_H_[0.01, 4, 1]_atom0",False,False,False,False,False,True,False,True
"feat_acsf_g4_N_H_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_N_H_[0.1, 4, -1]_atom0",False,True,True,False,True,True,False,True
"feat_acsf_g4_N_H_[0.1, 4, -1]_atom1",False,True,True,False,False,True,False,True
"feat_acsf_g4_N_H_[0.1, 4, 1]_atom0",True,False,True,True,False,True,False,True
"feat_acsf_g4_N_H_[0.1, 4, 1]_atom1",True,False,True,True,False,True,False,False
"feat_acsf_g4_N_H_[1, 4, -1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_N_H_[1, 4, -1]_atom1",True,False,True,True,True,True,True,True
"feat_acsf_g4_N_H_[1, 4, 1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_N_H_[1, 4, 1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_N_N_[0.01, 4, -1]_atom0",False,False,False,False,False,False,False,True
"feat_acsf_g4_N_N_[0.01, 4, -1]_atom1",False,False,False,False,False,False,False,True
"feat_acsf_g4_N_N_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_N_N_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_N_N_[0.1, 4, -1]_atom0",False,True,True,False,True,False,False,True
"feat_acsf_g4_N_N_[0.1, 4, -1]_atom1",True,False,True,False,False,True,False,True
"feat_acsf_g4_N_N_[0.1, 4, 1]_atom0",False,False,False,False,False,True,False,True
"feat_acsf_g4_N_N_[0.1, 4, 1]_atom1",False,False,False,False,False,True,False,True
"feat_acsf_g4_N_N_[1, 4, -1]_atom0",False,True,True,True,True,False,False,True
"feat_acsf_g4_N_N_[1, 4, -1]_atom1",True,False,True,False,False,True,False,False
"feat_acsf_g4_N_N_[1, 4, 1]_atom0",False,True,False,True,True,True,True,True
"feat_acsf_g4_N_N_[1, 4, 1]_atom1",False,True,False,True,False,True,True,False
"feat_acsf_g4_O_C_[0.01, 4, -1]_atom0",True,True,False,True,True,True,False,True
"feat_acsf_g4_O_C_[0.01, 4, -1]_atom1",True,False,True,True,True,True,False,True
"feat_acsf_g4_O_C_[0.01, 4, 1]_atom0",False,True,True,False,False,True,True,True
"feat_acsf_g4_O_C_[0.01, 4, 1]_atom1",False,False,False,False,False,True,True,True
"feat_acsf_g4_O_C_[0.1, 4, -1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_O_C_[0.1, 4, -1]_atom1",True,True,True,True,True,True,False,True
"feat_acsf_g4_O_C_[0.1, 4, 1]_atom0",False,True,True,True,True,True,True,True
"feat_acsf_g4_O_C_[0.1, 4, 1]_atom1",True,False,True,True,False,True,True,True
"feat_acsf_g4_O_C_[1, 4, -1]_atom0",True,True,True,True,False,True,True,True
"feat_acsf_g4_O_C_[1, 4, -1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_O_C_[1, 4, 1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_O_C_[1, 4, 1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_O_H_[0.01, 4, -1]_atom0",True,True,True,False,False,False,False,True
"feat_acsf_g4_O_H_[0.01, 4, -1]_atom1",True,False,False,False,True,False,False,True
"feat_acsf_g4_O_H_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,True
"feat_acsf_g4_O_H_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_O_H_[0.1, 4, -1]_atom0",True,True,True,True,False,True,False,True
"feat_acsf_g4_O_H_[0.1, 4, -1]_atom1",True,True,True,True,True,True,False,True
"feat_acsf_g4_O_H_[0.1, 4, 1]_atom0",True,True,True,True,False,True,False,True
"feat_acsf_g4_O_H_[0.1, 4, 1]_atom1",False,False,True,True,False,True,False,True
"feat_acsf_g4_O_H_[1, 4, -1]_atom0",True,False,True,True,True,True,True,True
"feat_acsf_g4_O_H_[1, 4, -1]_atom1",True,True,True,True,True,True,True,True
"feat_acsf_g4_O_H_[1, 4, 1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_O_H_[1, 4, 1]_atom1",True,True,True,True,False,True,True,True
"feat_acsf_g4_O_N_[0.01, 4, -1]_atom0",False,True,False,False,True,False,False,True
"feat_acsf_g4_O_N_[0.01, 4, -1]_atom1",True,False,False,False,False,False,False,True
"feat_acsf_g4_O_N_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,True
"feat_acsf_g4_O_N_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,True
"feat_acsf_g4_O_N_[0.1, 4, -1]_atom0",False,True,False,False,True,True,False,True
"feat_acsf_g4_O_N_[0.1, 4, -1]_atom1",True,False,True,False,False,True,False,True
"feat_acsf_g4_O_N_[0.1, 4, 1]_atom0",False,True,True,True,False,True,True,True
"feat_acsf_g4_O_N_[0.1, 4, 1]_atom1",True,False,True,True,False,True,True,True
"feat_acsf_g4_O_N_[1, 4, -1]_atom0",True,True,True,True,True,True,True,True
"feat_acsf_g4_O_N_[1, 4, -1]_atom1",True,True,True,False,True,True,True,False
"feat_acsf_g4_O_N_[1, 4, 1]_atom0",False,False,True,True,True,True,True,True
"feat_acsf_g4_O_N_[1, 4, 1]_atom1",True,True,True,True,False,True,True,True
"feat_acsf_g4_O_O_[0.01, 4, -1]_atom0",False,False,False,True,False,True,False,False
"feat_acsf_g4_O_O_[0.01, 4, -1]_atom1",True,False,True,True,False,True,False,False
"feat_acsf_g4_O_O_[0.01, 4, 1]_atom0",False,False,False,False,False,False,False,False
"feat_acsf_g4_O_O_[0.01, 4, 1]_atom1",False,False,False,False,False,False,False,False
"feat_acsf_g4_O_O_[0.1, 4, -1]_atom0",True,False,True,True,False,True,False,True
"feat_acsf_g4_O_O_[0.1, 4, -1]_atom1",True,False,True,True,False,True,False,False
"feat_acsf_g4_O_O_[0.1, 4, 1]_atom0",False,False,True,True,False,True,False,False
"feat_acsf_g4_O_O_[0.1, 4, 1]_atom1",False,False,True,True,False,True,False,True
"feat_acsf_g4_O_O_[1, 4, -1]_atom0",True,True,True,True,False,True,True,False
"feat_acsf_g4_O_O_[1, 4, -1]_atom1",True,False,True,True,False,True,False,False
"feat_acsf_g4_O_O_[1, 4, 1]_atom0",True,False,True,True,False,True,False,True
"feat_acsf_g4_O_O_[1, 4, 1]_atom1",False,False,True,True,False,True,False,False
freqs_max,True,False,False,True,False,True,False,True
freqs_mean,False,False,False,False,False,False,False,False
freqs_min,True,False,True,True,False,True,True,True
gap,True,True,True,True,True,True,True,True
homo,True,False,True,True,True,True,True,True
inv_dist0,True,False,False,False,True,True,False,True
inv_dist0E,True,True,False,True,False,True,False,True
inv_dist0R,True,True,True,True,True,True,True,True
inv_dist1,True,True,True,True,True,True,True,True
inv_dist1E,True,False,False,True,False,True,True,True
inv_dist1R,True,True,True,True,True,True,True,True
inv_distP,True,True,True,True,True,True,False,True
inv_distPE,True,False,False,True,True,True,False,True
inv_distPR,True,True,True,True,True,True,True,True
is_bond,False,False,False,False,False,False,False,False
is_bond_10th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_10th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_12th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_12th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_13th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_13th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_14th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_14th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_15th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_15th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_16th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_16th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_17th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_17th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_18th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_18th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_19th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_19th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_20th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_20th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_21st_closest_to_0,False,False,False,False,False,False,False,False
is_bond_21st_closest_to_1,False,False,False,False,False,False,False,False
is_bond_22nd_closest_to_0,False,False,False,False,False,False,False,False
is_bond_22nd_closest_to_1,False,False,False,False,False,False,False,False
is_bond_23rd_closest_to_0,False,False,False,False,False,False,False,False
is_bond_23rd_closest_to_1,False,False,False,False,False,False,False,False
is_bond_24th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_24th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_25th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_25th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_26th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_26th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_27th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_27th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_28th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_28th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_2nd_closest_to_0,False,False,False,False,False,False,False,False
is_bond_2nd_closest_to_1,False,False,False,False,False,False,False,False
is_bond_3rd_closest_to_0,False,False,False,False,False,False,False,False
is_bond_3rd_closest_to_1,True,True,True,False,True,False,False,True
is_bond_4th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_4th_closest_to_1,True,True,True,False,True,True,False,True
is_bond_5th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_5th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_6th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_6th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_7th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_7th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_8th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_8th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_9th_closest_to_0,False,False,False,False,False,False,False,False
is_bond_9th_closest_to_1,False,False,False,False,False,False,False,False
is_bond_closest_to_0,False,False,False,False,False,False,False,False
is_bond_closest_to_1,False,False,False,False,False,False,False,False
is_closest_pair,False,False,False,False,False,False,False,False
link0,False,True,True,True,False,True,True,True
link1,False,False,False,True,False,True,True,True
linkM0,True,True,True,True,True,True,True,True
linkM1,True,True,True,True,True,True,True,True
linkN,False,True,True,True,False,True,True,True
lumo,True,False,True,True,True,True,True,True
max_molecule_atom_0_dist_xyz,True,True,True,True,True,True,True,True
max_molecule_atom_1_dist_xyz,True,False,True,True,True,True,True,True
mean_molecule_atom_0_dist_xyz,True,True,True,True,True,True,True,True
mean_molecule_atom_1_dist_xyz,True,True,False,True,False,True,False,True
min_molecule_atom_0_dist_xyz,True,True,True,True,True,True,True,True
min_molecule_atom_1_dist_xyz,True,True,True,True,True,True,True,True
mol_wt,False,False,False,False,False,False,False,False
molecule_atom_index_0_dist_mean,True,True,True,True,True,True,True,True
molecule_atom_index_0_dist_mean_diff,False,False,True,True,True,True,True,True
molecule_atom_index_0_dist_min,True,True,True,True,True,True,True,True
molecule_atom_index_0_dist_min_diff,False,False,True,True,True,True,True,True
molecule_atom_index_0_dist_std,False,False,True,True,True,True,True,True
molecule_atom_index_1_dist_mean,True,True,True,True,True,True,True,True
molecule_atom_index_1_dist_mean_diff,True,True,True,True,True,True,True,True
molecule_atom_index_1_dist_min,True,True,True,True,True,False,True,True
molecule_atom_index_1_dist_min_diff,True,True,True,True,True,True,True,True
molecule_atom_index_1_dist_std,False,False,True,True,True,True,True,True
molecule_type_dist_mean,True,True,True,False,True,True,False,True
molecule_type_dist_mean_diff,True,True,True,True,True,True,True,True
mu,False,True,True,True,True,True,False,True
mulliken_atom_0,True,True,True,True,True,True,True,True
mulliken_atom_1,True,True,True,True,True,True,True,True
mulliken_max,True,False,True,True,False,True,True,True
mulliken_min,True,True,False,True,False,True,False,True
num_atoms,False,False,False,False,False,False,False,False
num_bonds,False,False,False,False,False,False,False,False
rc_A,True,False,True,False,False,True,False,True
rc_B,False,False,True,False,False,True,False,True
rc_C,True,False,True,False,False,True,False,True
sd_molecule_atom_0_dist_xyz,True,True,True,True,True,True,True,True
sd_molecule_atom_1_dist_xyz,True,False,True,True,False,True,True,True
tor_ang_2leftleft_count,True,True,,,,,,
tor_ang_2leftleft_max,True,False,,,,,,
tor_ang_2leftleft_mean,False,False,,,,,,
tor_ang_2leftleft_min,True,False,,,,,,
type0,False,False,False,False,False,False,False,False
type1,False,False,False,False,False,False,False,False
type2,False,False,False,False,False,False,False,False
type3,False,False,False,False,False,False,False,False
val_not_0_max,False,True,False,False,False,False,False,False
val_not_0_mean,True,False,True,True,False,True,True,True
val_not_0_min,False,False,False,False,False,False,False,False
val_not_0_std,False,False,False,True,False,True,True,True
val_not_1_max,False,False,False,True,False,False,False,False
val_not_1_mean,True,False,True,True,True,True,True,True
val_not_1_min,False,False,False,False,False,False,False,False
val_not_1_std,True,True,True,True,False,True,False,True
x0,False,False,False,False,False,False,False,True
x1,False,False,False,False,False,True,False,True
x_a0_nb,False,False,False,False,False,False,False,True
x_a1_nb,False,False,False,False,False,False,False,True
y0,False,False,False,False,False,True,False,True
y1,False,False,False,False,False,True,False,True
y_a0_nb,False,False,False,False,False,True,False,True
y_a1_nb,False,False,False,False,False,True,False,True
yukawa_C.x,False,False,False,False,False,True,False,True
yukawa_C.y,False,False,False,False,True,False,True,True
yukawa_F.x,False,False,False,False,False,False,False,False
yukawa_F.y,False,False,False,False,False,False,False,False
yukawa_H.x,True,True,True,True,True,False,False,True
yukawa_H.y,True,True,True,True,False,False,False,True
yukawa_N.x,True,False,False,False,False,True,False,True
yukawa_N.y,False,True,True,False,False,True,False,False
yukawa_O.x,False,False,False,False,False,True,True,False
yukawa_O.y,True,False,True,False,True,True,False,True
z0,False,False,False,False,False,False,False,True
z1,False,False,False,False,False,False,False,False
z_a0_nb,False,False,False,False,False,False,False,True
z_a1_nb,False,False,False,False,False,False,False,True
zpve,False,False,False,False,False,False,False,False
